"FA番号","都道府県名","CATFlag","ILLflag","CopyService","LoanService","FAXservice","ILLStatus","館名","住所"
"FA017652","28","A","A","A","N","N","N","兵庫県立図書館","兵庫県明石市明石公園1-27"
"FA017674","23","A","A","N","N","N","N","愛知芸術文化センター 愛知県文化情報センター・アートライブラリー","愛知県名古屋市東区東桜1丁目13番2号"
"FA017685","01","A","N","A","N","N","N","道都大学 附属図書情報館","北海道北広島市中の沢149"
"FA017696","04","A","A","A","A","N","A","仙台白百合女子大学 図書館","宮城県仙台市泉区本田町6-1"
"FA01770X","22","A","A","A","A","N","A","浜松学院大学 図書館","静岡県浜松市中区布橋 3-2-3"
"FA017710","32","N","N","A","N","N","N","益田赤十字病院","島根県益田市乙吉町イ103-1"
"FA017721","15","A","A","A","A","N","A","新潟県立大学 図書館","新潟市東区海老ケ瀬471"
"FA017732","12","A","A","A","A","N","A","敬愛大学 図書館 佐倉キャンパス","千葉県佐倉市山王1丁目9番地"
"FA017754","14","A","A","A","N","A","N","昭和大学 長津田校舎 図書室","神奈川県横浜市緑区十日市場町1865"
"FA017765","32","N","N","A","N","N","N","松江市立病院 図書室","島根県松江市乃白町32-1"
"FA017798","32","A","N","A","N","N","N","島根県立中央病院","島根県出雲市姫原4-1-1"
"FA017812","11","A","N","A","N","N","N","埼玉医科大学 短期大学 図書館","埼玉県入間郡毛呂山町毛呂本郷38"
"FA017834","13","A","A","N","N","N","N","東京都立大学 図書館 荒川館","東京都荒川区東尾久7-2-10"
"FA017845","27","A","A","A","N","N","A","大阪青山大学 メディアセンター","大阪府箕面市新稲2-11-1"
"FA017856","23","A","A","A","N","N","A","愛知大学 経営総合科学研究所","愛知県名古屋市中村区平池町四丁目60番6"
"FA017878","27","A","A","A","N","A","N","石切生喜病院 図書室","大阪府東大阪市弥生町18-28"
"FA017889","06","A","A","A","A","N","A","山形県公立大学法人 附属図書館","山形県米沢市通町6-15-1"
"FA01789X","03","A","A","N","N","N","N","岩手県立大学 宮古短期大学部 附属図書館","岩手県宮古市河南1-5-1"
"FA017903","40","A","A","A","N","N","A","聖マリア学院大学 図書館","福岡県久留米市津福本町422"
"FA017925","254","A","A","N","N","N","N","独立行政法人 国際交流基金 ロンドン日本文化センター","The Japan Foundation London, Lion Court, 25 Procter Street, Holborn, London, WC1V 6NY, UNITED KINGDOM"
"FA017936","45","A","A","N","N","N","N","都城工業高等専門学校 図書館","宮崎県都城市吉尾町473-1"
"FA017958","03","A","A","A","A","N","A","岩手県立大学 メディアセンター","岩手県滝沢市巣子152-52"
"FA017969","23","A","A","N","N","N","A","愛知大学 国際問題研究所","愛知県名古屋市中村区平池町四丁目60番6"
"FA01797X","40","A","A","N","N","N","N","九州大谷短期大学 図書館","福岡県筑後市蔵数495-1"
"FA017991","43","A","A","A","A","N","A","九州看護福祉大学 附属図書館","熊本県玉名市富尾888"
"FA018021","12","A","A","A","A","N","N","帝京平成大学 ちはら台キャンパス図書室","千葉県市原市ちはら台西6-19"
"FA018032","39","A","A","A","N","A","A","高知赤十字病院 図書室","高知県高知市秦南町一丁目4番63-11号"
"FA018076","06","A","A","N","N","N","A","山形県立保健医療大学 附属図書館","山形県山形市上柳260番地"
"FA018087","44","A","A","A","N","N","A","大分県立看護科学大学 附属図書館","大分県大分市大字廻栖野2944-9"
"FA018098","34","A","A","A","A","N","A","広島国際大学 図書館","広島県東広島市黒瀬学園台555-36"
"FA018101","35","A","A","A","N","A","N","独立行政法人 地域医療機能推進機構 下関医療センター 図書室","山口県下関市上新地町3-3-8"
"FA018112","18","A","A","N","N","N","A","公立大学法人 福井県立大学 附属図書館小浜分館","福井県小浜市学園町1-1"
"FA018123","38","A","N","A","N","N","N","松山市民病院 図書室","愛媛県松山市大手町2-6-5"
"FA018145","11","A","A","A","A","N","A","埼玉県立大学 情報センター","埼玉県越谷市三野宮820"
"FA018156","32","A","N","A","N","N","N","出雲市立総合医療センター 図書室","島根県出雲市灘分町613"
"FA018214","14","A","A","N","N","N","N","湘北短期大学 図書館","神奈川県厚木市温水428"
"FA018225","32","A","A","N","A","N","A","島根県立大学 メデイアセンター","島根県浜田市野原町2433番地2"
"FA018236","34","A","A","A","A","N","A","広島大学 図書館 東千田図書館","広島県広島市中区東千田町1-1-89"
"FA018247","06","A","A","A","A","N","A","羽陽学園短期大学 附属図書館","山形県天童市大字清池1559"
"FA018269","43","A","A","C","C","N","N","熊本学園大学 付属社会福祉研究所","熊本市大江2丁目5番1号"
"FA01827X","19","A","A","A","N","N","A","山梨県立大学 図書館","甲府市飯田5-11-1"
"FA018280","10","A","A","A","N","N","N","関東短期大学 松平記念図書館","群馬県館林市大谷町625番地"
"FA018305","27","A","A","A","N","N","A","国立循環器病研究センター 図書館","大阪府吹田市岸部新町6-1"
"FA018349","27","A","A","A","A","N","N","帝塚山学院大学 図書館 泉ヶ丘館","大阪府堺市南区晴美台4-2-2"
"FA018360","52","A","A","A","N","N","A","北京日本学研究センター 図書資料館","東京都新宿区四谷4-4-1 5階 国際交流基金 日本研究・知的交流部 アジア・大洋州チーム 気付"
"FA018371","13","A","A","A","A","N","N","政策研究大学院大学 図書館","東京都港区六本木7-22-1"
"FA018382","254","A","N","N","N","N","N","大英博物館 日本美術部門","The British Museum, Great Russell Street, London, United Kingdom"
"FA018393","25","A","A","N","N","N","A","京都大学 生態学研究センター","大津市平野2丁目509-3"
"FA018407","28","A","A","A","A","A","A","兵庫県立大学 姫路環境人間学術情報館","姫路市新在家本町1丁目1-12"
"FA018418","40","A","A","N","N","N","N","帝京大学 福岡医療技術学部 附属図書館","福岡県大牟田市岬町6番22号"
"FA018451","02","A","A","A","A","N","N","青森中央学院大学・青森中央短期大学 図書館情報センター","青森市横内字神田12"
"FA018462","10","A","A","A","A","N","A","高崎健康福祉大学 図書館分館","群馬県高崎市中大類町501"
"FA018473","34","A","A","A","A","N","N","広島文化学園大学 広島 坂キャンパス 図書館","広島県安芸郡坂町平成ヶ浜三丁目3-20"
"FA018484","13","A","A","A","A","N","N","嘉悦大学 情報メディアセンター","東京都小平市花小金井南町2-8-4"
"FA018495","19","A","A","A","N","N","A","山梨県立大学 看護図書館","山梨県甲府市池田1-6-1"
"FA018509","255","A","N","N","N","N","N","デュースブルク大学 東アジア研究所","Universitaet Duisburg-Essen, Institut fuer Ostasienwissenschaften,  Campus Duisburg, LE 602,  47048 Duisburg, GERMANY"
"FA01851X","258","A","N","N","N","N","N","ルーヴァン大学 東方圖書館","http://bib.kuleuven.be/english/artes"
"FA018520","255","A","N","N","N","N","N","ハイデルベルク大学 CATS図書館 東アジア部門","Ruprecht-Karls-Universitaet Heidelberg, CATS Bibliothek, Voßstr. 2, Heidelberg, D-69115 , GERMANY"
"FA018531","40","A","A","A","N","N","A","福岡女子短期大学 図書館","太宰府市五条4-16-1"
"FA018542","14","A","A","N","N","N","N","東京都市大学 横浜キャンパス 図書館","神奈川県横浜市都筑区牛久保西3-3-1"
"FA018564","36","A","A","A","A","N","A","阿南工業高等専門学校 図書館","徳島県阿南市見能林町青木265"
"FA018575","21","A","A","A","A","N","A","岐阜聖徳学園大学 岐阜キャンパス図書館","岐阜市中鶉1-38"
"FA018586","43","A","A","A","A","A","A","尚絅大学 図書館 本館","熊本県熊本市中央区九品寺2丁目6-78"
"FA018597","24","A","A","A","A","N","A","鳥羽商船高等専門学校 図書館","三重県鳥羽市池上町1番1号"
"FA018600","23","A","A","A","N","N","A","愛知県医療療育総合センター 発達障害研究所 図書室","愛知県春日井市神屋町713-8"
"FA018611","18","A","A","A","A","N","A","仁愛女子短期大学 附属図書館","福井市天池町43-1-1"
"FA018622","42","A","A","N","N","A","N","長崎県立大学 シーボルト校 附属図書館","長崎県西彼杵郡長与町まなび野1丁目1番1"
"FA018633","33","A","A","A","A","N","A","川崎医療短期大学 附属図書館","岡山県倉敷市松島316"
"FA018644","01","A","A","A","A","N","N","函館工業高等専門学校 図書館","函館市戸倉町14番1号"
"FA018655","32","A","A","A","A","N","A","島根県立大学 松江キャンパス 図書館","松江市浜乃木7丁目24-2"
"FA018666","22","A","A","A","A","N","A","静岡産業大学 藤枝図書館","静岡県藤枝市駿河台4-1-1"
"FA018677","02","A","A","A","A","N","A","青森県立保健大学 附属図書館","青森県青森市大字浜館字間瀬58-1"
"FA018699","37","A","A","A","A","N","A","香川県立保健医療大学 図書館","香川県高松市牟礼町原281‐1"
"FA018702","14","A","A","N","N","N","N","横浜市立大学 市民総合医療センター 図書室","横浜市南区浦舟町 4-57"
"FA018713","43","A","A","A","A","N","A","熊本保健科学大学 附属図書館","熊本市北区和泉町325"
"FA018724","26","A","A","A","A","N","N","京都文教短期大学 図書館","京都府宇治市槙島町千足80"
"FA018746","01","A","A","N","N","N","N","北海道文教大学 鶴岡記念図書館","恵庭市黄金中央5丁目196番地1"
"FA018757","03","A","A","N","N","N","N","一関工業高等専門学校","岩手県一関市萩荘字高梨"
"FA018768","15","A","A","A","A","N","A","新潟県立看護大学 図書館","新潟県上越市新南町240番地"
"FA018779","04","A","A","N","N","N","N","東北文化学園大学 総合情報センター 図書館","宮城県仙台市青葉区国見6丁目45-1"
"FA018804","28","A","A","A","A","N","A","兵庫県立淡路景観園芸学校 図書館","兵庫県淡路市野島常盤954-2"
"FA018815","47","A","A","A","A","N","A","沖縄県立看護大学 附属図書館","沖縄県那覇市与儀1-24-1"
"FA018837","11","A","A","A","A","N","A","西武文理大学 図書館","埼玉県狭山市柏原新田311-1"
"FA018848","05","A","A","A","A","N","N","秋田県立大学 図書・情報センター","秋田県秋田市下新城中野字街道端西241-438"
"FA018859","17","A","A","A","A","N","N","金城大学 図書館","石川県白山市笠間町1200"
"FA01886X","40","A","A","A","A","A","A","久留米信愛短期大学 図書館","福岡県久留米市御井町2278-1"
"FA018870","23","A","A","A","A","N","N","名古屋柳城女子大学・名古屋柳城短期大学 図書館","名古屋市昭和区明月町2-54"
"FA018881","17","A","A","A","A","N","A","石川県立看護大学 附属図書館","石川県かほく市学園台1丁目1番地"
"FA018892","09","A","A","A","N","N","A","佐野日本大学短期大学 図書館","栃木県佐野市高萩町1297"
"FA018939","35","A","A","A","A","A","A","至誠館大学 附属図書館","山口県萩市椿東浦田5000"
"FA018961","01","A","A","A","A","N","A","日本赤十字北海道看護大学 図書館","北海道北見市曙町664-1"
"FA018972","05","A","A","A","A","N","A","秋田看護福祉大学 附属図書館","秋田県大館市清水2-3-4"
"FA018983","06","A","A","A","N","N","A","東北文教大学 附属図書館","山形県山形市片谷地515"
"FA018994","11","A","A","A","A","N","A","埼玉女子短期大学 図書館","埼玉県日高市女影1616"
"FA019002","12","A","A","N","N","N","N","開智国際大学 図書館","千葉県柏市柏1225-6"
"FA019013","13","A","N","A","N","N","N","東京立正短期大学 図書館","東京都杉並区堀ノ内2-41-15"
"FA019035","01","A","A","N","N","N","N","函館短期大学 附属図書館","北海道函館市高丘町52-1"
"FA019079","15","A","A","A","A","N","A","新潟青陵大学・新潟青陵大学短期大学部 図書館","新潟県新潟市中央区水道町1-5939"
"FA01908X","17","A","A","A","A","N","A","北陸学院大学 ヘッセル記念図書館","石川県金沢市三小牛町イ11"
"FA019104","20","A","A","A","A","N","A","佐久大学 図書館","長野県佐久市岩村田2384"
"FA019115","22","A","A","A","N","N","A","静岡英和学院大学 図書館","静岡県静岡市駿河区池田1769"
"FA019137","25","A","A","A","A","N","A","聖泉大学 図書館","滋賀県彦根市肥田町720"
"FA019148","26","A","A","A","N","N","A","京都経済短期大学 図書館","京都府京都市西京区大枝東長町3-1"
"FA019159","27","A","N","A","N","N","N","大阪キリスト教短期大学 図書館","大阪府大阪市阿倍野区丸山通1-3-61"
"FA01916X","27","A","A","A","A","N","A","大阪女学院 図書館","大阪府大阪市中央区玉造2-26-54"
"FA019170","27","A","A","N","N","N","A","大阪観光大学 図書館","大阪府泉南郡熊取町大久保南5-3-1"
"FA019192","19","A","A","A","A","N","N","大月短期大学 図書館","山梨県大月市御太刀1-16-2"
"FA019206","28","A","A","A","N","N","N","頌栄短期大学 図書館","兵庫県神戸市東灘区御影山手1-18-1"
"FA019228","33","A","A","A","A","N","N","中国学園 図書館","岡山県岡山市北区庭瀬83"
"FA01924X","44","A","N","A","N","N","N","東九州短期大学 図書館","大分県中津市大字一ッ松211"
"FA019250","14","A","A","A","A","N","A","神奈川県立図書館","神奈川県横浜市西区紅葉ヶ丘9-2"
"FA019261","46","N","N","A","N","N","N","鹿児島県立図書館","鹿児島県鹿児島市城山町7-1"
"FA019272","13","A","N","N","N","N","N","独立行政法人 国立病院機構 東京医療センター 図書室","東京都目黒区東が丘2-5-1"
"FA019283","24","A","A","A","A","N","A","高田短期大学 付属図書館","三重県津市一身田豊野195"
"FA019294","12","A","A","A","A","N","N","植草学園大学・植草学園短期大学 図書館","千葉県千葉市若葉区小倉町1639-3"
"FA019308","12","A","A","N","N","N","N","三育学院 深澤記念 図書館","千葉県夷隅郡大多喜町久我原1500"
"FA019319","26","A","A","N","N","N","N","京都国立博物館","京都市東山区茶屋町527"
"FA019363","20","A","A","A","A","N","A","長野県立大学 図書館","長野市三輪8-49-7"
"FA019374","13","A","A","A","A","N","N","産業能率大学 自由が丘キャンパス図書館","東京都世田谷区等々力6-39-15"
"FA019385","22","A","N","N","N","N","N","静岡済生会総合病院 図書室","静岡市駿河区小鹿一丁目1番1号"
"FA019396","33","A","A","A","N","N","N","財団法人 倉敷成人病センター 図書室","岡山県倉敷市白楽町250"
"FA01940X","34","A","A","A","A","A","A","独立行政法人 労働者健康安全機構 中国労災病院 図書室","広島県呉市広多賀谷1-5-1"
"FA019410","45","A","A","A","A","A","A","九州保健福祉大学 附属図書館","宮崎県延岡市吉野町1714-1"
"FA019421","23","A","A","A","A","N","A","桜花学園大学・名古屋短期大学 図書館","愛知県豊明市栄町武侍48"
"FA019454","38","A","N","A","N","N","N","松山赤十字病院 図書室","愛媛県松山市文京町1番"
"FA019465","27","A","A","A","A","N","A","太成学院大学 メディアセンター(図書館)","大阪府堺市美原区平尾1060番1"
"FA019476","20","A","A","N","N","N","N","上田女子短期大学 附属図書館","長野県上田市下之郷乙620"
"FA019501","39","A","A","A","A","A","A","高知リハビリテーション専門職大学 図書館","高知県土佐市高岡町乙1139-3"
"FA019512","151","A","N","N","N","N","N","翰林大学校 翰林科学院 日本学研究所",""
"FA019523","37","A","A","A","A","A","A","香川大学 図書館 創造工学部分館","香川県高松市林町2217番地20"
"FA019534","30","A","A","A","A","N","A","和歌山工業高等専門学校 図書館","和歌山県御坊市名田町野島77"
"FA019545","27","A","A","N","N","N","N","薫英学園 図書館","大阪府摂津市正雀1-4-1"
"FA019556","152","A","N","N","N","N","N","中国農業大学 図書館",""
"FA019578","13","A","A","A","N","N","N","一橋大学 千代田キャンパス図書室","東京都千代田区一ツ橋 2-1-2 学術総合センター"
"FA019589","21","A","A","A","A","N","A","岐阜県立看護大学 図書館","岐阜県羽島市江吉良町3047-1"
"FA01959X","22","A","A","A","N","N","A","静岡文化芸術大学 図書館・情報センター","静岡県浜松市中区中央二丁目1番1号"
"FA019603","01","A","A","A","A","N","A","公立千歳科学技術大学 図書館","北海道千歳市美々758番地65"
"FA019614","14","A","A","A","A","N","N","東京農業大学 農学部図書館","神奈川県厚木市船子1737"
"FA019625","01","A","A","A","A","A","A","公立はこだて未来大学 情報ライブラリー","函館市亀田中野町116-2"
"FA019636","42","A","A","A","A","N","A","長崎国際大学 図書館","長崎県佐世保市ハウステンボス町2825-7"
"FA019647","34","A","A","A","A","N","A","日本赤十字広島看護大学 図書館","広島県廿日市市阿品台東1番2号"
"FA019669","28","A","A","A","A","N","N","関西国際大学 神戸山手キャンパス メディアライブラリー","神戸市中央区諏訪山町3番1号"
"FA019680","23","A","A","A","A","N","A","愛知淑徳大学 図書館 星が丘分館","愛知県名古屋市千種区桜が丘23"
"FA019691","11","A","A","A","A","A","N","人間総合科学大学 図書館","埼玉県さいたま市岩槻区馬込1288"
"FA019705","26","A","A","N","N","N","A","京都大学 人文科学研究所 附属東アジア人文情報学研究センター","京都市左京区北白川東小倉町47"
"FA019716","42","A","A","N","N","N","N","長崎ウエスレヤン大学","長崎県諫早市栄田町1057"
"FA019727","12","A","A","C","C","N","A","東京電機大学 総合メディアセンター 千葉センター","千葉県印西市武西学園台2-1200"
"FA019738","14","A","A","A","N","N","A","松蔭大学 図書館","神奈川県厚木市森の里若宮9-1"
"FA019749","33","A","A","A","A","N","A","公立大学法人 新見公立大学 附属図書館","岡山県新見市西方1263-2"
"FA01975X","40","A","A","A","A","A","A","近畿大学 九州短期大学 図書館","福岡県飯塚市菰田東1-5-30"
"FA019760","28","A","A","N","N","N","N","園田学園女子大学 近松研究所","尼崎市南塚口町7-29-1"
"FA019771","27","A","A","N","N","N","A","大阪経済大学 中小企業・経営研究所","大阪府大阪市東淀川区大隅2-2-8"
"FA019782","27","A","A","N","N","N","N","大阪経済大学 日本経済史研究所","大阪府大阪市東淀川区大隅2-2-8"
"FA019793","04","A","A","A","A","N","A","尚絅学院大学 図書館","宮城県名取市ゆりが丘4-10-1"
"FA019807","26","A","A","N","N","N","N","国立国会図書館 関西館 資料部 アジア情報課","京都府相楽郡精華町精華台8-1-3"
"FA019818","11","A","A","A","A","N","A","文京学院大学 ふじみ野図書館","埼玉県ふじみ野市亀久保1196"
"FA019829","13","A","A","N","N","N","N","総合研究開発機構 大来記念政策研究情報館","東京都渋谷区恵比寿4-20-3 YGPタワー34階 私書箱5004号"
"FA01983X","152","A","N","N","N","N","N","大連理工大学 図書館",""
"FA019840","152","A","N","N","N","N","N","北京大学 図書館",""
"FA019851","152","A","N","N","N","N","N","武漢大学 図書館",""
"FA019862","152","A","N","N","N","N","N","南京大学 図書館",""
"FA019873","152","A","N","N","N","N","N","中山大学 図書館",""
"FA019884","152","A","N","N","N","N","N","吉林大学 図書館",""
"FA019909","09","A","A","N","N","N","N","宇都宮短期大学 図書館","栃木県宇都宮市下荒針町長坂3829"
"FA01991X","13","A","A","N","N","N","N","中央大学 政策文化総合研究所","東京都八王子市東中野742番1号"
"FA019920","255","A","N","N","N","N","N","ミュンヘン大学 日本学科","Japan-Zentrum der LMU Oettingenstr. 67 80538 Muenchen Germany"
"FA019931","01","A","A","A","A","N","N","北海道武蔵女子短期大学 附属図書館","北海道札幌市北区北22条西13丁目"
"FA019953","01","A","A","A","A","N","A","苫小牧駒澤大学 図書館学術情報センター","北海道苫小牧市錦西町3丁目2-1"
"FA019975","29","A","A","N","N","N","N","奈良芸術短期大学 図書館","奈良県橿原市久米町222"
"FA019986","15","A","A","A","A","N","N","新潟医療福祉大学 図書館","新潟市北区島見町1398"
"FA019997","06","A","A","A","A","N","A","東北公益文科大学 図書館","山形県酒田市飯森山3丁目5番地の1"
"FA020001","27","A","A","N","N","N","N","大阪工業大学 図書館 枚方分館","大阪府枚方市北山1-79-1"
"FA020012","08","A","A","C","N","N","A","東京医科大学 図書館 茨城医療センター分館","茨城県稲敷郡阿見町中央3-20-1"
"FA020023","13","A","A","C","C","N","A","東京医科大学 図書館 八王子医療センター分館","八王子市館町1163 東京医科大学八王子医療センター内"
"FA020034","29","A","A","N","N","N","N","奈良国立博物館","奈良市登大路町50"
"FA020045","13","A","A","A","A","N","N","東京富士大学 図書館","東京都新宿区 高田馬場3-8-1"
"FA020056","05","A","A","A","A","N","A","秋田県立大学 本荘キャンパス 図書・情報センター","秋田県由利本荘市土谷字海老ノ口84-4"
"FA020067","23","A","A","A","A","N","A","名古屋産業大学・名古屋経営短期大学 図書館","愛知県尾張旭市新居町山の田3255-5"
"FA020078","05","A","A","N","N","N","N","秋田県立大学 大潟キャンパス 図書・情報センター","秋田県南秋田郡大潟村字南2丁目2番地"
"FA020089","18","A","A","A","A","N","A","仁愛大学 附属図書館","福井県越前市大手町3-1-1"
"FA02009X","13","A","A","A","A","A","N","こども教育宝仙大学 図書館","東京都中野区中央2-33-26"
"FA020114","35","A","A","A","A","N","A","大島商船高等専門学校 図書館","山口県大島郡周防大島町大字小松1091-1"
"FA020125","21","A","A","A","A","N","A","岐阜市立女子短期大学 附属図書館","岐阜県岐阜市一日市場北町7-1"
"FA020136","22","A","A","A","A","N","N","静岡県立大学 短期大学部 附属図書館","静岡市駿河区小鹿2-2-1"
"FA020147","14","A","A","N","N","N","N","専修大学 図書館 生田分館","神奈川県川崎市多摩区東三田2-1-1"
"FA020158","14","A","A","A","A","N","A","多摩大学 アクティブ・ラーニングセンター 湘南キャンパス図書館","神奈川県藤沢市円行802番地"
"FA020169","40","A","A","A","A","N","A","北九州学術研究都市学術情報センター","北九州市若松区ひびきの1番3号"
"FA02017X","26","A","A","N","N","N","N","京都府立図書館","京都市左京区岡崎成勝寺町9"
"FA020180","13","A","A","N","N","N","N","独立行政法人 日本芸術文化振興会","東京都千代田区隼町4番1号"
"FA020191","11","A","A","A","A","A","A","ものつくり大学 図書情報センター","埼玉県行田市前谷333番地"
"FA020205","20","A","A","A","A","N","A","飯田女子短期大学 図書館","長野県飯田市松尾代田610"
"FA020216","10","A","A","A","A","N","A","高崎健康福祉大学 図書館","群馬県高崎市中大類町37-1"
"FA020227","21","A","A","A","A","N","A","情報科学芸術大学院大学 附属図書館","岐阜県大垣市今宿6-52-18"
"FA020249","255","A","A","N","N","N","N","独立行政法人 国際交流基金 ケルン日本文化会館","Universtätsstrasse 98, D-50674 Köln, Bundesrepublik Deutschland (Germany)"
"FA02025X","40","A","A","A","A","N","A","日本赤十字九州国際看護大学 図書館","福岡県宗像市アスティ1丁目1番地"
"FA020260","14","A","A","N","N","N","N","横浜市立大学 鶴見キヤンパス図書室","横浜市鶴見区末広町1-7-29"
"FA020282","362","A","N","N","N","N","N","アラスカ大学 地球物理研究所",""
"FA020293","07","A","A","A","N","N","A","福島工業高等専門学校","福島県いわき市平上荒川字長尾30"
"FA020307","27","A","A","N","N","N","A","大阪教育大学 附属図書館 天王寺分館","大阪市天王寺区南河堀町4-88"
"FA020329","31","A","A","A","A","N","A","公立鳥取環境大学 情報メディアセンター","鳥取県鳥取市若葉台北1-1-1"
"FA020340","26","A","A","A","A","N","A","嵯峨美術大学・嵯峨美術短期大学 附属図書館","京都市右京区嵯峨罧原町8番地"
"FA020384","13","A","A","A","N","N","N","公益財団法人 日本近代文学館","東京都目黒区駒場4-3-55"
"FA020395","13","A","A","N","N","N","N","東京大学 大学院情報理工学系研究科","東京都文京区本郷7-3-1"
"FA020409","20","A","A","N","N","N","N","公立諏訪東京理科大学 図書館","長野県茅野市豊平5000-1"
"FA02041X","13","A","A","A","A","N","N","東京成徳大学・東京成徳短期大学 図書館","東京都北区十条台1-7-13"
"FA020420","14","A","A","N","N","N","N","田園調布学園大学 図書館","神奈川県川崎市麻生区東百合丘3-4-1"
"FA020442","08","A","A","N","N","N","N","宇宙航空研究開発機構 筑波図書室","茨城県つくば市千現2-1-1"
"FA020453","01","A","A","N","N","N","N","北海道大学 北方生物圏フィールド科学センター","札幌市北区北11条西10丁目"
"FA020464","29","A","A","A","A","N","A","畿央大学 図書館","奈良県北葛城郡広陵町馬見中4-2-2"
"FA020475","13","A","A","A","A","C","A","山野美容芸術短期大学 図書館","東京都八王子市鑓水530"
"FA020486","14","A","A","N","N","N","A","海洋研究開発機構 横浜研究所 図書館","神奈川県横浜市金沢区昭和町3173番25"
"FA020497","11","A","A","N","N","N","N","国際学院埼玉短期大学 附属図書館","埼玉県さいたま市大宮区吉敷町2-5"
"FA020500","13","A","N","N","N","N","N","財団法人 住宅総合研究財団 図書室","東京都世田谷区船橋4-29-8"
"FA020511","29","A","A","A","A","N","N","奈良学園大学 図書館 登美ヶ丘分館","奈良県奈良市中登美ヶ丘3丁目15-1"
"FA020522","33","A","A","N","N","N","N","倉敷市立短期大学 付属図書館","岡山県倉敷市児島稗田町160番地"
"FA020533","41","A","A","A","A","A","A","西九州大学短期大学部 附属図書館","佐賀市神園3丁目18-15"
"FA020544","23","A","A","A","A","N","A","日本赤十字豊田看護大学 学術情報センター・図書館","豊田市白山町七曲12-33"
"FA020555","28","A","A","N","N","N","N","神戸常盤大学 図書館","神戸市長田区大谷町2丁目6番2号"
"FA020566","22","A","N","N","N","N","N","静岡市立清水病院 図書館","静岡市清水区宮加三1231"
"FA020577","14","A","A","N","N","N","N","相模原協同病院 図書室","神奈川県相模原市緑区橋本2-8-18"
"FA020613","12","A","N","N","N","N","N","財団法人 千葉県教育振興財団 文化財センター 図書室","千葉県四街道市鹿渡809-2"
"FA020624","152","A","N","N","N","N","N","天津図書館","中華人民共和国 天津市南开区复康路15号"
"FA020635","255","A","N","N","N","N","N","ベルリン日独センター","Japanisch-Deutsches Zentrum Berlin, Saargemuender Str. 2,  14195 Berlin, Germany"
"FA020646","13","A","N","N","N","N","N","日清食品・食の図書館","東京都新宿区新宿6-28-1"
"FA020657","14","A","A","N","N","N","N","関東学院大学 図書館 分館","横浜市金沢区六浦東1-50-1"
"FA020679","12","A","A","A","N","C","A","千葉メディカルセンター 図書室","千葉県千葉市中央区南町1-7-1"
"FA020690","34","A","A","A","A","N","A","広島国際大学 図書館 呉分館","広島県呉市広古新開5-1-1"
"FA020726","29","A","N","N","N","N","N","奈良県立万葉文化館","奈良県高市郡明日香村飛鳥10番地"
"FA020737","01","A","A","A","A","N","A","天使大学 図書館","札幌市東区北13条東3丁目1-30"
"FA020759","10","A","A","A","A","A","A","前橋赤十字病院 図書室","群馬県前橋市朝倉町389-1"
"FA020770","152","A","N","N","N","N","N","華東師範大学 図書館",""
"FA020781","152","A","N","N","N","N","N","遼寧省図書館","中華人民共和国 沈阳市东陵区万柳塘路111号"
"FA020792","152","A","N","N","N","N","N","清華大学 図書館",""
"FA020806","152","A","N","N","N","N","N","大連外国語学院 図書電教館","中華人民共和国 大连市中山区延安路94号"
"FA020817","152","A","N","N","N","N","N","厦門大学 図書館",""
"FA020828","152","A","N","N","N","N","N","復旦大学 図書館",""
"FA020839","152","A","N","N","N","N","N","上海交通大学 図書館",""
"FA02084X","152","A","N","N","N","N","N","中国人民大学 図書館",""
"FA020861","08","A","A","A","A","N","N","東京芸術大学 附属図書館 取手分室","茨城県取手市小文間5000"
"FA020872","28","A","A","N","N","N","N","国立研究開発法人 理化学研究所 生命機能科学研究センター 図書室","兵庫県神戸市中央区港島南町2-2-3"
"FA021285","13","A","A","A","N","A","A","日本赤十字社医療センター","東京都渋谷区広尾4-1-22"
"FA02130X","255","A","N","N","N","N","N","社団法人 ドイツ「恵光」日本文化センター","Brueggener Weg 6, 40547 Duesseldorf, GERMANY"
"FA021343","39","A","A","A","A","N","A","高知県立大学 総合情報センター 池 図書館","高知市池2751-1"
"FA021376","07","A","A","A","A","N","N","会津大学 短期大学部 附属図書館","福島県会津若松市一箕町大字八幡字門田1-1"
"FA021398","152","A","N","N","N","N","N","中國社會科學院 文獻信息中心","中華人民共和国 北京市东城区建国门内大街5号"
"FA021401","13","A","A","N","N","N","N","星美学園短期大学 図書館","東京都北区赤羽台4-2-14"
"FA021412","20","A","A","N","N","N","N","松本短期大学 図書館","松本市笹賀3118"
"FA021423","23","A","A","A","A","A","A","愛知文教大学 附属図書館","愛知県小牧市大字大草字年上坂 5969番地の3"
"FA021434","254","A","N","N","N","N","N","日本貿易振興会ロンドン・センター","JETRO LONDON(Japan Trade Centre), MidCity Place, 71 High Hollborn, London, WC1V 6AL, UNITED KINGDOM"
"FA021445","20","A","A","N","N","N","N","信州豊南短期大学 図書館","長野県上伊那郡辰野町72"
"FA021456","13","A","A","A","A","C","A","国立国際医療研究センター 図書館","東京都新宿区戸山1-21-1"
"FA021467","13","A","A","A","A","N","A","国立看護大学校 図書館","東京都清瀬市梅園1-2-1"
"FA021489","44","A","A","N","N","N","N","別府溝部学園短期大学 図書館","大分県別府市亀川中央町"
