"FA番号","都道府県名","CATFlag","ILLflag","CopyService","LoanService","FAXservice","ILLStatus","館名","住所"
"FA003421","39","A","A","A","A","N","N","高知大学 学術情報基盤図書館 物部分館","高知県南国市物部乙200"
"FA003432","39","A","A","A","A","A","N","高知大学 学術情報基盤図書館 医学部分館","高知県南国市岡豊町小蓮"
"FA003443","40","A","A","A","A","N","A","福岡教育大学 学術情報センター 図書館","宗像市赤間文教町1番5号"
"FA003454","40","A","A","N","N","N","N","九州大学 中央図書館","福岡市西区元岡744 (イーストゾーン)"
"FA003465","40","A","A","A","N","N","A","九州大学 医学図書館","福岡県福岡市東区馬出3-1-1"
"FA003476","40","A","A","N","N","N","N","九州大学 芸術工学図書館","福岡市南区塩原4-9-1"
"FA003487","40","A","A","A","A","N","N","九州工業大学 附属図書館","北九州市戸畑区仙水町1-1"
"FA003498","41","A","A","A","A","C","A","佐賀大学 附属図書館","佐賀県佐賀市本庄町1"
"FA003501","41","A","A","A","A","A","N","佐賀大学 附属図書館 医学分館","佐賀市鍋島5丁目1番1号●"
"FA003512","42","A","A","A","A","A","A","長崎大学 附属図書館","長崎市文教町1-14"
"FA003523","42","A","A","A","A","A","A","長崎大学 附属図書館 経済学部分館","長崎市片淵4-2-1"
"FA003534","42","A","A","A","A","A","A","長崎大学 附属図書館 医学分館","長崎市坂本1丁目12-4"
"FA003545","43","A","A","A","A","A","A","熊本大学 附属図書館","熊本市中央区黒髪2-40-1"
"FA003556","43","A","A","A","A","A","A","熊本大学 附属図書館 医学系分館","熊本市中央区本荘1-1-1"
"FA003567","43","A","A","A","A","A","A","熊本大学 附属図書館 薬学部分館","熊本県熊本市中央区大江本町5-1"
"FA003578","44","A","A","A","A","N","A","大分大学 学術情報拠点(図書館)","大分市大字旦野原700"
"FA003589","44","A","N","N","N","N","N","大分大学 教育福祉科学部教育研究所","大分市大字旦野原700"
"FA003603","44","A","A","C","N","N","N","大分大学 経済学部 教育研究支援室","大分市大字旦野原700"
"FA003614","44","A","A","A","A","A","A","大分大学 学術情報拠点(医学図書館)","大分県由布市挾間町医大ケ丘1-1"
"FA003625","45","A","A","N","N","N","N","宮崎大学 附属図書館","宮崎県宮崎市学園木花台西1-1"
"FA003636","45","A","A","A","A","A","A","宮崎大学 附属図書館 医学分館","宮崎県宮崎市清武町木原5200"
"FA003647","46","A","A","N","A","A","A","鹿児島大学 附属図書館","鹿児島市郡元1-21-35"
"FA003658","46","A","A","A","A","A","A","鹿児島大学 附属図書館 桜ヶ丘分館","鹿児島市桜ケ丘8-35-1"
"FA003669","46","A","A","A","A","N","A","鹿児島大学 附属図書館 水産学部分館","鹿児島市下荒田4-50-20"
"FA003680","46","A","A","A","A","A","A","鹿屋体育大学 附属図書館","鹿屋市白水町1"
"FA003691","47","A","A","N","N","N","N","琉球大学 附属図書館","沖縄県中頭郡西原町字千原1番地"
"FA003705","47","A","A","N","N","N","N","琉球大学 附属図書館 医学部分館","沖縄県中頭郡西原町字上原207"
"FA003716","01","A","A","A","A","N","A","札幌医科大学 附属総合情報センター","札幌市中央区南1条西17丁目"
"FA003727","07","A","A","A","A","N","A","公立大学法人 福島県立医科大学 附属学術情報センター","福島県福島市光が丘1番地"
"FA003738","10","A","A","A","A","N","A","群馬県立女子大学 附属図書館","群馬県佐波郡玉村町大字上之手1395番1"
"FA003749","10","A","A","A","A","N","A","高崎経済大学 図書館","高崎市上並榎町1300"
"FA003760","13","A","A","A","N","N","A","東京都立大学 図書館","東京都八王子市南大沢1-1"
"FA003771","14","A","A","A","A","C","A","横浜市立大学 学術情報センター","横浜市金沢区瀬戸22-2"
"FA003782","14","A","A","A","A","A","A","横浜市立大学 医学情報センター","横浜市金沢区福浦3-9"
"FA003793","17","A","A","A","A","A","A","金沢美術工芸大学 附属図書館","金沢市小立野5丁目11番1号"
"FA003807","19","A","A","A","A","N","A","都留文科大学 附属図書館","山梨県都留市田原3-8-1"
"FA003818","21","A","A","A","N","N","A","岐阜薬科大学 附属図書館","岐阜市三田洞東5丁目6-1"
"FA003851","23","A","A","A","A","N","A","愛知県立大学 長久手キャンパス図書館","愛知県長久手市茨ヶ廻間1522-3"
"FA003862","23","A","A","A","A","N","N","愛知県立芸術大学 芸術情報センター図書館","愛知県長久手市岩作三ケ峯1-114"
"FA003873","23","A","A","A","A","A","A","名古屋市立大学 総合情報センター 山の畑分館","愛知県名古屋市瑞穂区瑞穂町字山の畑1"
"FA003895","23","A","A","A","A","A","A","名古屋市立大学 総合情報センター 川澄分館","名古屋市瑞穂区瑞穂町字川澄1"
"FA003909","23","A","A","A","A","A","A","名古屋市立大学 総合情報センター 田辺通分館","名古屋市瑞穂区田辺通3-1"
"FA003920","26","A","A","N","N","N","N","京都市立芸術大学 附属図書館","京都市西京区大枝沓掛町13-6"
"FA003931","26","A","A","A","A","N","A","京都府立大学 附属図書館","京都市左京区下鴨半木町1-5"
"FA003942","26","A","A","A","A","A","A","京都府立医科大学 附属図書館","京都市上京区清和院口寺町東入中御霊町410"
"FA003964","27","A","A","A","A","N","N","大阪市立大学 学術情報総合センター","大阪市住吉区杉本3-3-138"
"FA003975","27","A","A","A","A","C","A","大阪市立大学 学術情報総合センター 医学分館","大阪府大阪市阿倍野区旭町1-2-7"
"FA003986","27","A","A","A","A","N","N","大阪府立大学 総合図書館 中百舌鳥","堺市中区学園町1-1"
"FA004005","27","A","A","N","N","N","A","大阪府立大学 ヒューマンサイエンス系図書室","大阪府堺市中区学園町1-1"
"FA004016","27","A","A","N","N","N","A","大阪府立大学 経済・経営・法律系図書室","大阪府堺市中区学園町1-1"
"FA004038","27","A","A","N","N","N","N","大阪府立大学 りんくう図書室","大阪府泉佐野市りんくう往来北1番地の58"
"FA004049","28","A","A","A","A","N","N","神戸市外国語大学 学術情報センター","神戸市西区学園東町9-1"
"FA004060","28","A","A","A","A","N","A","兵庫県立大学 神戸商科学術情報館","神戸市西区学園西町8-2-1"
"FA004071","28","A","A","A","A","N","A","兵庫県立大学 政策科学研究所","神戸市西区学園西町8丁目2番地の1"
"FA004082","28","A","A","A","A","N","A","兵庫県立大学 姫路工学学術情報館","兵庫県姫路市書写2167番地"
"FA004093","29","A","A","A","A","N","A","奈良県立医科大学 附属図書館","奈良県橿原市四条町840"
"FA004107","30","A","A","A","A","N","A","和歌山県立医科大学 図書館 紀三井寺館","和歌山市紀三井寺811-1"
"FA004118","34","A","A","A","A","N","N","県立広島大学 学術情報センター図書館","広島市南区宇品東1-1-71"
"FA004129","35","A","A","A","A","N","A","下関市立大学 附属図書館","山口県下関市大学町二丁目1番1号"
"FA004140","35","A","A","A","A","N","A","山口県立大学 附属図書館","山口県山口市桜畠3-2-1"
"FA004151","39","A","A","A","A","N","A","高知県立大学 総合情報センター 永国寺 図書館","高知県高知市永国寺町2-22"
"FA004162","40","A","A","A","A","N","A","北九州市立大学 図書館","北九州市小倉南区北方四丁目2番1号"
"FA004173","40","A","A","A","A","N","A","九州歯科大学 附属図書館","北九州市小倉北区真鶴二丁目六番一号"
"FA004184","40","A","A","A","A","N","N","福岡女子大学 附属図書館","福岡県福岡市東区香住ケ丘1-1-1"
"FA004195","42","A","A","N","N","N","A","長崎県立大学 佐世保校 附属図書館","長崎県佐世保市川下町123番地"
"FA004209","43","A","A","A","A","A","A","熊本県立大学学術情報メディアセンター 図書館","熊本市東区月出3丁目1-100"
"FA004220","01","A","A","N","N","N","N","旭川大学 図書館","北海道旭川市永山3条23丁目1番9号"
"FA004231","01","A","A","A","A","N","A","札幌大学 図書館","札幌市豊平区西岡3条7-3-1"
"FA004242","01","A","A","N","N","N","N","札幌学院大学 図書館","北海道江別市文京台11番地"
"FA004264","01","A","A","N","N","N","N","函館大学 図書館","北海道函館市高丘町51-1"
"FA004275","01","A","A","A","A","N","A","北海道医療大学 総合図書館","北海道石狩郡当別町金沢1757"
"FA004286","01","A","A","A","A","N","N","藤女子大学 図書館","北海道札幌市北区北16条西2丁目"
"FA004297","01","A","A","A","A","N","A","北星学園大学 図書館","北海道札幌市厚別区大谷地西2丁目3番1号"
"FA004300","01","A","A","A","A","N","N","北海商科大学 付属図書館","北海道札幌市豊平区豊平6条6丁目10番"
"FA004311","01","A","A","N","N","N","N","北海学園大学 附属図書館","北海道札幌市豊平区旭町4-1-40"
"FA004322","01","A","A","N","N","N","N","北海道科学大学 図書館","北海道札幌市手稲区前田7条15丁目4番1号"
"FA004355","01","A","A","A","A","N","A","酪農学園大学 附属図書館","北海道江別市文京台緑町582"
"FA004366","02","A","A","A","A","N","N","青森大学 附属図書館","青森県青森市幸畑2丁目3番1号"
"FA004377","02","N","N","A","N","N","N","東北女子大学 附属図書館","青森県弘前市清原1丁目1-16"
"FA004388","02","A","A","A","A","A","A","八戸学院 図書館","青森県八戸市大字美保野13-98"
"FA004399","02","A","A","A","A","N","A","八戸工業大学 図書館","青森県八戸市大字妙字大開88-1"
"FA004402","02","A","A","A","N","N","N","弘前学院大学 附属図書館","青森県弘前市稔町13-1"
"FA004413","03","A","A","A","A","N","A","岩手医科大学 附属図書館","岩手県盛岡市内丸19番1号"
"FA004424","03","A","A","N","N","N","A","岩手医科大学 附属図書館 分館","岩手県紫波郡矢巾町医大通1-1-1"
"FA004435","03","A","A","A","A","N","A","富士大学 図書館","岩手県花巻市下根子450-3"
"FA004446","03","A","A","A","A","N","A","盛岡大学図書館","岩手県滝沢市砂込808"
"FA004457","04","A","A","A","N","A","A","仙台大学 図書館","宮城県柴田郡柴田町船岡南2丁目2-18"
"FA004468","04","A","A","N","N","N","N","東北学院大学 中央図書館","仙台市青葉区土樋1-3-1"
"FA004479","04","A","A","N","N","N","N","東北学院大学 多賀城キャンパス図書館","宮城県多賀城市中央1-13-1"
"FA004490","04","A","A","A","A","N","A","東北工業大学 附属図書館","宮城県仙台市太白区八木山香澄町35-1"
"FA004504","04","A","A","A","A","A","N","東北福祉大学 図書館","仙台市青葉区国見1-8-1"
"FA004515","04","A","A","A","N","N","A","東北医科薬科大学 附属図書館","宮城県仙台市青葉区小松島4丁目4番1号"
"FA004526","04","A","A","A","N","N","A","東北生活文化大学 附属図書館","宮城県仙台市泉区虹の丘1-18"
"FA004537","04","A","A","A","A","N","A","宮城学院女子大学 図書館","宮城県仙台市青葉区桜ケ丘9-1-1"
"FA004548","05","A","A","A","A","A","A","ノースアジア大学 附属図書館","秋田県秋田市下北手桜字守沢46-1"
"FA004559","07","A","A","A","A","N","A","郡山女子大学 図書館","福島県郡山市開成3-25-2"
"FA004570","07","A","A","A","A","N","N","奥羽大学 図書館","福島県郡山市富田町字三角堂31-1"
"FA004581","08","A","A","A","A","A","N","茨城キリスト教大学 図書館","茨城県日立市大みか町6-11-1"
"FA004592","08","A","A","A","A","C","A","常磐大学 情報メディアセンター","茨城県水戸市見和1-430-1(Q棟3F)"
"FA004606","08","A","A","N","N","N","N","流通経済大学 図書館","茨城県龍ケ崎市120"
"FA004617","09","A","A","A","A","N","N","足利大学 附属図書館","栃木県足利市大前町268-1"
"FA004628","09","A","A","A","A","N","A","自治医科大学 図書館","栃木県下野市薬師寺3311-160"
"FA004639","09","A","A","A","A","N","A","獨協医科大学 図書館","栃木県下都賀郡壬生町北小林880"
"FA004650","10","A","A","A","N","N","A","関東学園大学 松平記念図書館","群馬県太田市藤阿久町200"
"FA004661","10","A","A","A","A","N","N","上武大学 附属図書館","群馬県伊勢崎市戸谷塚町634-1"
"FA004672","11","A","A","N","N","N","N","跡見学園女子大学 新座図書館","埼玉県新座市中野1-9-6"
"FA004694","11","A","A","N","N","N","N","東京国際大学 第2キャンパス図書館","埼玉県川越市的場2509"
"FA004708","11","A","A","N","N","N","N","東京国際大学 第1キャンパス図書館","埼玉県川越市的場北1-13-1"
"FA004719","11","A","A","A","N","N","A","埼玉医科大学 附属図書館","埼玉県入間郡毛呂山町大字毛呂本郷38番地"
"FA004730","11","A","A","A","A","N","A","埼玉工業大学 図書館","埼玉県深谷市普済寺1690"
"FA004741","11","A","A","A","A","C","A","城西大学 水田記念図書館","埼玉県坂戸市けやき台1-1"
"FA004752","11","A","A","A","A","N","A","明海大学 歯学部 メデイアセンター(図書館)","埼玉県坂戸市けやき台1-1"
"FA004763","13","A","A","A","A","A","A","女子栄養大学 短期大学部図書館","東京都豊島区駒込3-24-3"
"FA004774","11","A","A","A","A","A","N","女子栄養大学 図書館","埼玉県坂戸市千代田3-9-21"
"FA004796","11","A","A","A","A","N","N","獨協大学 図書館","埼玉県草加市学園町1-1"
"FA004810","11","A","A","A","A","N","N","日本工業大学LCセンター","埼玉県南埼玉郡宮代町学園台4-1"
"FA004821","11","A","A","A","A","N","A","文教大学 越谷図書館","埼玉県越谷市南荻島3337"
"FA004832","14","A","A","A","A","N","A","文教大学 湘南図書館","神奈川県茅ケ崎市行谷1100"
"FA004843","12","A","A","N","N","A","A","国際武道大学 図書館","千葉県勝浦市新官841番地"
"FA004854","12","A","A","N","N","N","N","淑徳大学 附属図書館 千葉図書館","千葉県千葉市中央区大巌寺町200番地"
"FA004865","12","A","A","A","A","N","A","敬愛大学 図書館","千葉県千葉市稲毛区穴川1-5-21"
"FA004876","12","A","A","N","N","N","N","千葉工業大学 附属図書館","千葉県習志野市津田沼2-17-1"
"FA004887","12","A","A","N","N","N","N","千葉商科大学 付属図書館","千葉県市川市国府台1-3-1"
"FA004898","12","A","A","A","A","A","N","中央学院大学 図書館","千葉県我孫子市久寺家451"
"FA004901","12","A","A","N","N","N","N","麗澤大学 図書館","千葉県柏市光ケ丘2-1-1"
"FA004912","12","A","A","A","N","N","N","和洋女子大学 メディアセンター","千葉県市川市国府台2-3-1"
"FA004923","13","A","A","N","N","N","N","青山学院大学 図書館","東京都渋谷区渋谷4-4-25"
"FA004934","14","A","A","N","N","N","N","青山学院大学 万代記念図書館(相模原分館)","相模原市中央区淵野辺5-10-1"
"FA004956","13","A","A","A","A","A","A","亜細亜大学 図書館","東京都武蔵野市境5-8"
